Filename,AmazonAPI,AzureAPI,GoogleAPI
sample-000700.wav,True,True,True
sample-000701.wav,True,True,True
sample-000702.wav,True,True,False
sample-000703.wav,True,True,True
sample-000704.wav,True,True,False
sample-000705.wav,True,True,False
sample-000706.wav,True,True,True
sample-000707.wav,True,True,False
sample-000708.wav,False,True,True
sample-000709.wav,True,True,False
sample-000710.wav,False,False,False
sample-000711.wav,True,True,True
sample-000712.wav,True,True,False
sample-000713.wav,True,True,True
sample-000714.wav,True,True,True
sample-000715.wav,True,False,False
sample-000716.wav,False,True,False
sample-000717.wav,False,False,False
sample-000718.wav,True,True,False
sample-000719.wav,False,False,False
sample-000720.wav,True,True,False
sample-000721.wav,True,True,True
sample-000722.wav,True,True,True
sample-000723.wav,False,True,True
sample-000724.wav,False,False,False
sample-000725.wav,True,True,True
sample-000726.wav,True,True,False
sample-000727.wav,True,True,False
sample-000728.wav,True,True,True
sample-000729.wav,True,True,True
sample-000730.wav,False,True,False
sample-000731.wav,True,True,True
sample-000732.wav,True,True,True
sample-000733.wav,False,False,True
sample-000734.wav,False,False,False
sample-000735.wav,False,True,False
sample-000736.wav,False,True,False
sample-000737.wav,True,True,True
sample-000738.wav,True,True,False
sample-000739.wav,False,False,False
sample-000740.wav,True,True,False
sample-000741.wav,False,False,False
sample-000742.wav,False,False,False
sample-000743.wav,True,True,False
sample-000744.wav,True,False,False
sample-000745.wav,True,True,True
sample-000746.wav,True,True,False
sample-000747.wav,False,True,False
sample-000748.wav,True,True,False
sample-000749.wav,False,False,False
sample-000750.wav,True,True,-1
sample-000751.wav,False,False,False
sample-000752.wav,True,False,False
sample-000753.wav,True,True,True
sample-000754.wav,True,True,False
sample-000755.wav,True,False,False
sample-000756.wav,False,False,False
sample-000757.wav,False,False,False
sample-000758.wav,True,True,True
sample-000759.wav,True,True,False
sample-000760.wav,True,True,True
sample-000761.wav,False,True,False
sample-000762.wav,False,False,True
sample-000763.wav,True,True,False
sample-000764.wav,True,True,False
sample-000765.wav,True,True,True
sample-000766.wav,True,True,True
sample-000767.wav,True,False,False
sample-000768.wav,True,True,True
sample-000769.wav,False,False,False
sample-000770.wav,True,True,True
sample-000771.wav,True,True,False
sample-000772.wav,True,True,False
sample-000773.wav,False,False,False
sample-000774.wav,False,True,False
sample-000775.wav,True,True,True
sample-000776.wav,True,True,True
sample-000777.wav,True,True,True
sample-000778.wav,False,False,False
sample-000779.wav,False,True,False
sample-000780.wav,True,True,False
sample-000781.wav,True,True,True
sample-000782.wav,False,False,False
sample-000783.wav,True,True,True
sample-000784.wav,False,False,False
sample-000785.wav,True,True,False
sample-000786.wav,False,True,False
sample-000787.wav,False,False,False
sample-000788.wav,False,True,False
sample-000789.wav,True,True,False
sample-000790.wav,False,False,False
sample-000791.wav,True,True,True
sample-000792.wav,False,True,-1
sample-000793.wav,True,True,False
sample-000794.wav,True,True,True
sample-000795.wav,True,True,False
sample-000796.wav,True,True,True
sample-000797.wav,True,True,False
sample-000798.wav,False,False,False
sample-000799.wav,False,True,False
sample-000800.wav,True,True,True
sample-000801.wav,True,True,False
sample-000802.wav,True,True,False
sample-000803.wav,True,True,False
sample-000804.wav,False,False,False
sample-000805.wav,True,True,False
sample-000806.wav,True,True,False
sample-000807.wav,False,False,False
sample-000808.wav,False,False,False
sample-000809.wav,False,False,False
sample-000810.wav,False,True,False
sample-000811.wav,True,True,False
sample-000812.wav,True,True,False
sample-000813.wav,True,True,False
sample-000814.wav,True,True,False
sample-000815.wav,True,True,True
sample-000816.wav,True,True,False
sample-000817.wav,False,False,False
sample-000818.wav,False,True,False
sample-000819.wav,True,True,False
sample-000820.wav,True,True,False
sample-000821.wav,False,False,False
sample-000822.wav,False,False,False
sample-000823.wav,False,False,False
sample-000824.wav,True,True,False
sample-000825.wav,False,False,False
sample-000826.wav,False,False,False
sample-000827.wav,True,True,True
sample-000828.wav,True,True,True
sample-000829.wav,True,True,False
sample-000830.wav,True,True,True
sample-000831.wav,True,True,True
sample-000832.wav,False,False,False
sample-000833.wav,False,False,False
sample-000834.wav,True,True,False
sample-000835.wav,True,True,True
sample-000836.wav,True,True,False
sample-000837.wav,True,True,True
sample-000838.wav,True,False,-1
sample-000839.wav,False,False,False
sample-000840.wav,False,False,False
sample-000841.wav,True,True,False
sample-000842.wav,True,False,False
sample-000843.wav,True,True,False
sample-000844.wav,True,False,False
sample-000845.wav,True,True,False
sample-000846.wav,True,True,False
sample-000847.wav,True,True,False
sample-000848.wav,False,False,False
sample-000849.wav,True,False,True
sample-000850.wav,False,False,False
sample-000851.wav,False,False,False
sample-000852.wav,False,False,False
sample-000853.wav,True,False,False
sample-000854.wav,False,True,False
sample-000855.wav,True,True,False
sample-000856.wav,False,False,False
sample-000857.wav,False,False,False
sample-000858.wav,True,True,True
sample-000859.wav,True,True,True
sample-000860.wav,True,True,True
sample-000861.wav,False,False,False
sample-000862.wav,True,True,False
sample-000863.wav,True,True,False
sample-000864.wav,True,True,False
sample-000865.wav,True,True,False
sample-000866.wav,True,True,True
sample-000867.wav,True,True,False
sample-000868.wav,False,True,False
sample-000869.wav,False,False,False
sample-000870.wav,False,False,False
sample-000871.wav,True,True,True
sample-000872.wav,True,True,False
sample-000873.wav,False,False,False
sample-000874.wav,True,True,False
sample-000875.wav,True,True,False
sample-000876.wav,True,True,False
sample-000877.wav,False,False,False
sample-000878.wav,True,True,False
sample-000879.wav,True,True,False
sample-000880.wav,False,True,False
sample-000881.wav,True,True,False
sample-000882.wav,True,True,False
sample-000883.wav,True,True,-1
sample-000884.wav,True,True,False
sample-000885.wav,True,True,False
sample-000886.wav,True,True,True
sample-000887.wav,True,False,False
sample-000888.wav,True,True,True
sample-000889.wav,True,True,True
sample-000890.wav,False,False,False
sample-000891.wav,True,True,False
sample-000892.wav,False,False,False
sample-000893.wav,True,True,True
sample-000894.wav,True,True,False
sample-000895.wav,True,True,False
sample-000896.wav,True,True,True
sample-000897.wav,False,False,False
sample-000898.wav,True,True,True
sample-000899.wav,True,True,False
sample-000900.wav,True,True,True
sample-000901.wav,False,False,False
sample-000902.wav,True,True,True
sample-000903.wav,False,False,False
sample-000904.wav,True,True,True
sample-000905.wav,False,True,False
sample-000906.wav,True,True,False
sample-000907.wav,True,True,True
sample-000908.wav,False,True,True
sample-000909.wav,False,False,False
sample-000910.wav,True,True,-1
sample-000911.wav,True,False,True
sample-000912.wav,True,True,False
sample-000913.wav,False,False,False
sample-000914.wav,False,False,False
sample-000915.wav,False,False,False
sample-000916.wav,False,False,False
sample-000917.wav,False,False,False
sample-000918.wav,False,True,False
sample-000919.wav,True,True,True
sample-000920.wav,False,True,True
sample-000921.wav,False,True,False
