Ensemble,True Recognition,False Recognition,File Error/Reject,Dont Know
amazon_azure_duo_adjudicate,43.79726468222043,0.0,0,56.186645213193884
google_azure_duo_adjudicate,16.411906677393404,53.91794046661303,0,29.654062751407885
houndify_azure_duo_adjudicate,44.58567980691874,28.22204344328238,0,27.176186645213196
ibm_amazon_duo_adjudicate,22.011263073209975,20.466613032984714,0,57.506033789219636
wit_sphinx_duo_adjudicate,6.1946902654867255,34.40064360418343,0,59.388576025744165
