APIName,True Recognition,False Recognition,File Error/Reject
Amazon,43.80431284196975,56.19568715803025,0.0
Google,16.68812359188928,81.34856775024139,1.9633086578693275
Azure,44.59285484390087,55.40714515609913,0.0
IBM,7.756678467975539,92.21113614419055,0.0321853878339234
Wit,23.270035403926617,76.48857418731896,0.2413904087544255
Sphinx,6.1795944641132925,93.80431284196975,0.0160926939169617
Houndify,34.71194077888639,64.69262954618603,0.5954296749275828
