Ensemble,True Recognition,False Recognition,File Error/Reject,Dont Know
amazon_azure_google_trio_adjudicate,46.06596942880129,53.16170555108608,0.0,0.756234915526951
amazon_azure_houndify_trio_adjudicate,71.76186645213194,27.626709573612228,0.0,0.5953338696701529
google_ibm_wit_trio_adjudicate,13.563958165728076,85.63153660498793,0.14481094127111827,0.6436041834271923
sphinx_azure_houndify_trio_adjudicate,51.118262268704754,48.254223652453746,0.0,0.6114239742558327
