Filename,Result
afrikaans1.wav,False
afrikaans2.wav,Don't Know
afrikaans3.wav,False
afrikaans4.wav,Don't Know
afrikaans5.wav,False
agni1.wav,False
akan1.wav,False
albanian1.wav,Don't Know
albanian2.wav,False
albanian3.wav,False
albanian4.wav,False
albanian5.wav,False
albanian6.wav,False
albanian7.wav,Don't Know
albanian8.wav,False
albanian9.wav,False
amazigh1.wav,False
amazigh2.wav,False
amharic1.wav,False
amharic10.wav,False
amharic11.wav,False
amharic12.wav,False
amharic13.wav,False
amharic14.wav,False
amharic15.wav,False
amharic16.wav,False
amharic17.wav,False
amharic18.wav,Don't Know
amharic19.wav,False
amharic2.wav,False
amharic20.wav,False
amharic3.wav,False
amharic4.wav,False
amharic5.wav,False
amharic6.wav,False
amharic7.wav,Don't Know
amharic8.wav,False
amharic9.wav,False
arabic1.wav,False
arabic10.wav,False
arabic100.wav,False
arabic101.wav,False
arabic102.wav,False
arabic11.wav,False
arabic12.wav,False
arabic13.wav,False
arabic14.wav,False
arabic15.wav,False
arabic16.wav,False
arabic17.wav,False
arabic18.wav,False
arabic19.wav,False
arabic2.wav,Don't Know
arabic20.wav,False
arabic21.wav,Don't Know
arabic22.wav,False
arabic23.wav,False
arabic24.wav,False
arabic25.wav,Don't Know
arabic26.wav,False
arabic27.wav,False
arabic28.wav,False
arabic29.wav,False
arabic3.wav,False
arabic30.wav,False
arabic31.wav,False
arabic32.wav,False
arabic33.wav,False
arabic34.wav,Don't Know
arabic35.wav,False
arabic36.wav,False
arabic37.wav,False
arabic38.wav,Don't Know
arabic39.wav,False
arabic4.wav,False
arabic40.wav,False
arabic41.wav,False
arabic42.wav,False
arabic43.wav,False
arabic44.wav,False
arabic45.wav,False
arabic46.wav,False
arabic47.wav,False
arabic48.wav,False
arabic49.wav,False
arabic5.wav,False
arabic50.wav,False
arabic51.wav,False
arabic52.wav,False
arabic53.wav,False
arabic54.wav,False
arabic55.wav,False
arabic56.wav,False
arabic57.wav,Don't Know
arabic58.wav,False
arabic59.wav,False
arabic6.wav,False
arabic60.wav,False
arabic61.wav,Don't Know
arabic62.wav,False
arabic63.wav,False
arabic64.wav,False
arabic65.wav,False
arabic66.wav,False
arabic67.wav,False
arabic68.wav,False
arabic69.wav,False
arabic7.wav,False
arabic70.wav,False
arabic71.wav,False
arabic72.wav,False
arabic73.wav,Don't Know
arabic74.wav,False
arabic75.wav,False
arabic76.wav,False
arabic77.wav,False
arabic78.wav,Don't Know
arabic79.wav,False
arabic8.wav,False
arabic80.wav,False
arabic81.wav,False
arabic82.wav,False
arabic83.wav,False
arabic84.wav,False
arabic85.wav,False
arabic86.wav,Don't Know
arabic87.wav,False
arabic88.wav,False
arabic89.wav,False
arabic9.wav,False
arabic90.wav,False
arabic91.wav,False
arabic92.wav,False
