Filename,WitAPI,SphixAPI
sample-000739.wav,False,False
sample-000740.wav,False,False
sample-000741.wav,False,False
sample-000742.wav,False,False
sample-000743.wav,False,False
sample-000744.wav,False,False
sample-000745.wav,True,True
sample-000746.wav,False,False
sample-000747.wav,True,False
sample-000748.wav,False,True
sample-000749.wav,False,False
sample-000750.wav,False,False
sample-000751.wav,False,False
sample-000752.wav,False,False
sample-000753.wav,True,False
sample-000754.wav,False,False
sample-000755.wav,False,False
sample-000756.wav,False,False
sample-000757.wav,False,False
sample-000758.wav,False,False
sample-000759.wav,False,False
sample-000760.wav,True,False
sample-000761.wav,False,False
sample-000762.wav,False,False
sample-000763.wav,False,False
sample-000764.wav,False,False
sample-000765.wav,False,False
sample-000766.wav,False,False
sample-000767.wav,False,False
sample-000768.wav,False,False
sample-000769.wav,False,False
sample-000770.wav,False,False
sample-000771.wav,True,False
sample-000772.wav,False,False
sample-000773.wav,False,False
sample-000774.wav,False,False
sample-000775.wav,False,False
sample-000776.wav,False,False
sample-000777.wav,True,True
sample-000778.wav,False,False
sample-000779.wav,False,False
sample-000780.wav,False,False
sample-000781.wav,False,False
sample-000782.wav,False,False
sample-000783.wav,False,False
sample-000784.wav,False,False
sample-000785.wav,False,False
sample-000786.wav,False,False
sample-000787.wav,False,False
sample-000788.wav,True,False
sample-000789.wav,False,False
sample-000790.wav,False,False
sample-000791.wav,True,False
sample-000792.wav,False,False
sample-000793.wav,False,False
sample-000794.wav,False,False
sample-000795.wav,False,False
sample-000796.wav,False,False
sample-000797.wav,False,False
sample-000798.wav,False,False
sample-000799.wav,False,False
sample-000800.wav,False,False
sample-000801.wav,False,False
sample-000802.wav,False,False
sample-000803.wav,False,False
sample-000804.wav,False,False
sample-000805.wav,True,True
sample-000806.wav,False,False
sample-000807.wav,True,False
sample-000808.wav,False,False
sample-000809.wav,False,False
sample-000810.wav,False,False
sample-000811.wav,False,False
sample-000812.wav,False,False
sample-000813.wav,True,False
sample-000814.wav,False,False
sample-000815.wav,True,False
sample-000816.wav,True,False
sample-000817.wav,False,False
sample-000818.wav,False,False
sample-000819.wav,False,False
sample-000820.wav,False,False
sample-000821.wav,False,False
sample-000822.wav,True,False
sample-000823.wav,False,False
sample-000824.wav,False,False
sample-000825.wav,False,False
sample-000826.wav,False,False
sample-000827.wav,False,True
sample-000828.wav,False,False
sample-000829.wav,False,False
sample-000830.wav,False,True
sample-000831.wav,True,False
sample-000832.wav,False,False
sample-000833.wav,False,False
sample-000834.wav,False,False
