Filename,GoogleAPI,AzureAPI
french36.wav,False,False
french37.wav,False,False
french38.wav,False,False
french39.wav,False,False
french4.wav,False,False
french40.wav,False,False
french41.wav,False,False
french42.wav,False,False
french43.wav,False,False
french44.wav,False,False
french45.wav,False,False
french46.wav,False,False
french47.wav,False,False
french48.wav,False,False
french49.wav,False,False
french5.wav,False,False
french50.wav,False,False
french51.wav,False,False
french52.wav,False,False
french53.wav,False,False
french54.wav,False,False
french55.wav,False,False
french56.wav,False,False
french57.wav,False,False
french58.wav,False,False
french59.wav,False,False
french6.wav,False,False
french60.wav,False,False
french61.wav,False,False
french62.wav,False,False
french63.wav,False,False
french7.wav,False,False
french8.wav,False,False
french9.wav,False,False
frisian1.wav,False,False
ga1.wav,False,False
ga2.wav,False,False
ga3.wav,False,False
ga4.wav,False,False
ga5.wav,False,False
ga6.wav,False,False
gan1.wav,False,False
ganda1.wav,False,False
ganda2.wav,False,False
garifuna1.wav,False,False
garifuna2.wav,False,False
gedeo1.wav,False,False
georgian1.wav,False,False
georgian2.wav,False,False
georgian3.wav,False,False
georgian4.wav,False,False
georgian5.wav,False,False
german1.wav,False,False
german10.wav,False,False
german11.wav,False,False
german12.wav,False,False
german13.wav,False,False
german14.wav,False,False
german15.wav,False,False
german16.wav,False,False
german17.wav,False,False
german18.wav,False,False
german19.wav,False,False
german2.wav,False,False
german20.wav,False,False
german21.wav,False,False
german22.wav,False,False
german23.wav,False,False
german24.wav,False,False
german25.wav,False,False
german26.wav,False,False
german27.wav,False,False
german28.wav,False,False
german29.wav,False,False
german3.wav,False,False
german30.wav,False,False
german31.wav,False,False
german32.wav,False,False
german33.wav,False,False
german34.wav,False,False
german35.wav,False,False
german36.wav,False,False
german4.wav,False,False
german5.wav,False,False
german6.wav,False,False
german7.wav,False,False
german8.wav,False,False
german9.wav,False,False
greek1.wav,False,False
greek10.wav,False,False
greek11.wav,False,False
greek12.wav,False,False
greek13.wav,False,False
greek14.wav,False,False
greek15.wav,False,False
greek2.wav,False,False
greek3.wav,False,False
greek4.wav,False,False
greek5.wav,False,False
greek6.wav,False,False
greek7.wav,False,False
greek8.wav,False,False
greek9.wav,False,False
gujarati1.wav,False,False
gujarati2.wav,False,False
gujarati3.wav,False,False
gujarati4.wav,False,False
gujarati5.wav,False,False
